City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,dingras,18.1032,120.6967,31.86,62,20,3.6,PH,1682223642
363,aksu,41.1231,80.2644,14.62,24,0,1.84,CN,1682223642
364,rangpur,25.75,89.25,26.77,57,100,5.76,BD,1682223642
365,sosnovo-ozerskoye,52.5249,111.5418,2.94,23,6,5.52,RU,1682223642
366,krasnoufimsk,56.6059,57.7669,7.21,81,100,2.97,RU,1682223642
367,saint-leu,-21.15,55.2833,26.48,82,100,1.67,RE,1682223642
368,xai-xai,-25.0519,33.6442,20.98,77,53,2.92,MZ,1682223643
369,caratinga,-19.7897,-42.1392,18.36,89,100,1.08,BR,1682223643
370,kiunga,-6.1219,141.2906,34.63,48,77,1.18,PG,1682223643
371,bardai,11.65,7.2333,25.66,53,4,5.07,NG,1682223643
372,buka,40.8108,69.1986,21.89,24,93,0.22,UZ,1682223643
373,mamou,10.5,-12.0,23.2,33,31,0.74,GN,1682223643
374,portage la prairie,49.9728,-98.2926,-0.5,72,68,1.79,CA,1682223644
375,mount pleasant,32.7941,-79.8626,18.33,64,0,3.6,US,1682223644
376,smithers,54.7804,-127.1743,5.18,100,100,1.54,CA,1682223644
377,suomussalmi,64.8869,28.9078,-4.05,80,71,1.42,FI,1682223644
378,ji'an,27.1172,114.9793,15.94,92,100,4.14,CN,1682223644
379,port lincoln,-34.7333,135.8667,20.57,62,0,4.56,AU,1682223417
380,vyazemskiy,47.5378,134.7525,5.7,68,100,4.08,RU,1682223414
381,santa cruz de la sierra,-17.8,-63.1667,21.7,83,40,3.6,BO,1682223645
382,tual,-5.6667,132.75,28.24,75,100,2.45,ID,1682223645
383,khorixas,-20.3667,14.9667,19.36,57,32,1.05,NA,1682223464
384,chistopol',55.3631,50.6424,8.71,75,4,2.31,RU,1682223645
385,oriximina,-1.7656,-55.8661,23.12,97,100,1.55,BR,1682223645
386,kenai,60.5544,-151.2583,7.05,48,100,7.2,US,1682223645
387,danville,36.586,-79.395,10.61,85,0,1.54,US,1682223645
388,maragogi,-9.0122,-35.2225,24.93,74,44,3.84,BR,1682223646
389,flin flon,54.7682,-101.865,-3.64,95,24,1.53,CA,1682223646
390,kamyzyak,46.11,48.0736,11.99,93,40,3.0,RU,1682223646
391,kingston,17.997,-76.7936,24.53,87,20,2.57,JM,1682223518
392,lhokseumawe,5.1801,97.1507,31.15,64,81,2.38,ID,1682223646
393,labasa,-16.4167,179.3833,27.93,73,63,4.03,FJ,1682223646
394,lashio,22.9333,97.75,32.64,29,33,1.5,MM,1682223646
395,howrah,22.5892,88.3103,28.0,65,75,1.54,IN,1682223646
396,sibiti,-3.6819,13.3499,20.16,99,100,0.81,CG,1682223647
397,isiro,2.7739,27.616,19.09,99,100,1.28,CD,1682223647
398,forster,-32.1667,152.5167,21.88,74,25,1.79,AU,1682223647
399,itaituba,-4.2761,-55.9836,22.47,100,100,0.99,BR,1682223647
400,neder holluf,55.3645,10.4482,9.24,95,100,5.17,DK,1682223647
401,nantucket,41.2835,-70.0995,9.44,88,100,8.75,US,1682223377
402,san justo,-30.7891,-60.5919,15.53,62,100,2.29,AR,1682223647
403,sandnessjoen,66.0217,12.6316,-1.86,79,86,0.89,NO,1682223465
404,houma,29.5958,-90.7195,16.11,83,0,1.54,US,1682223647
405,richards bay,-28.783,32.0377,18.49,85,46,2.9,ZA,1682223407
406,nova borova,50.693,28.6345,8.65,72,68,0.22,UA,1682223648
407,anzio,41.4853,12.6179,15.8,71,100,1.42,IT,1682223648
408,remire-montjoly,4.9167,-52.2667,23.02,100,100,0.0,GF,1682223410
409,hun,29.1268,15.9477,16.25,74,46,6.41,LY,1682223648
410,walvis bay,-22.9575,14.5053,15.05,77,88,2.9,NA,1682223648
411,al bardiyah,31.7561,25.0865,17.18,68,9,5.22,LY,1682223648
412,alta,69.9689,23.2717,-2.41,74,20,4.63,NO,1682223648
413,meknes,33.9776,-5.525,14.49,88,99,1.54,MA,1682223649
414,touros,-5.1989,-35.4608,24.47,84,38,4.76,BR,1682223426
415,matoury,4.8483,-52.3317,22.98,100,100,0.0,GF,1682223649
416,macau,22.2006,113.5461,28.25,94,40,7.2,MO,1682223649
417,buckeye,33.3703,-112.5838,29.36,17,0,3.09,US,1682223649
418,shenjiamen,29.9576,122.298,15.57,78,99,7.49,CN,1682223430
419,douglas,41.3,-96.167,2.95,67,0,3.09,US,1682223649
420,kill devil hills,36.0307,-75.676,19.01,90,100,13.38,US,1682223649
421,aldan,58.6031,125.3894,-1.98,68,99,2.57,RU,1682223649
422,sao miguel do araguaia,-13.275,-50.1628,21.97,86,55,2.26,BR,1682223650
423,quellon,-43.1167,-73.6167,6.14,93,75,0.0,CL,1682223650
424,hurricane,37.1753,-113.2899,18.51,35,2,4.11,US,1682223650
425,san clemente,33.427,-117.612,21.64,73,80,0.45,US,1682223650
426,tarnogskiy gorodok,60.4997,43.5761,6.1,69,98,3.92,RU,1682223561
427,lingyuan,41.24,119.4011,12.94,9,100,3.9,CN,1682223650
428,kulhudhuffushi,6.6221,73.07,29.27,75,28,4.09,MV,1682223650
429,'ain el melh,34.8415,4.1638,15.6,54,96,2.4,DZ,1682223374
430,moroni,-11.7022,43.2551,26.64,78,81,0.72,KM,1682223651
431,itoman,26.1247,127.6694,26.01,61,40,6.69,JP,1682223651
432,bonchamp-les-laval,48.0736,-0.7,11.06,93,75,6.17,FR,1682223651
433,slavyanka,42.8633,131.3847,10.52,26,5,4.89,RU,1682223651
434,alzamay,55.5562,98.6644,7.05,58,64,0.26,RU,1682223651
435,fyzabad,26.7833,82.1333,35.32,15,1,1.41,IN,1682223651
436,karatau,43.1667,70.4667,17.79,37,97,0.91,KZ,1682223651
437,labuan,5.2767,115.2417,33.2,62,20,1.03,MY,1682223651
438,magadan,59.5667,150.8,4.74,53,88,7.11,RU,1682223651
439,ushtobe,45.2514,77.9838,13.84,22,23,6.57,KZ,1682223652
440,alvarado,18.7667,-95.7667,26.38,90,100,2.79,MX,1682223583
441,phan rang-thap cham,11.5667,108.9833,33.49,48,7,4.22,VN,1682223550
442,takoradi,4.8845,-1.7554,26.59,85,83,4.22,GH,1682223341
443,byalynichy,53.9983,29.7126,9.05,63,100,0.95,BY,1682223652
444,sola,-13.8833,167.55,28.03,75,89,5.62,VU,1682223461
445,mahibadhoo,3.7833,72.9667,29.0,72,100,3.33,MV,1682223652
446,valparaiso,-33.0393,-71.6273,16.67,63,100,1.54,CL,1682223636
447,rawson,-43.3002,-65.1023,16.83,46,0,12.24,AR,1682223602
448,saarijarvi,62.7049,25.254,0.09,90,100,2.7,FI,1682223653
449,colonia rincon viejo,16.9,-95.05,25.5,88,90,1.74,MX,1682223653
450,yung shue wan,22.2333,114.1167,25.68,88,84,7.82,HK,1682223653
451,dalnegorsk,44.5604,135.5701,7.26,44,99,7.32,RU,1682223653
452,puerto lempira,15.2667,-83.7667,23.47,84,0,2.55,HN,1682223653
453,san sebastian de la gomera,28.0916,-17.1133,19.2,77,0,1.03,ES,1682223653
454,mahdia,35.5047,11.0622,12.97,74,75,2.28,TN,1682223653
455,dhuusamarreeb,5.535,46.3861,27.07,75,100,3.98,SO,1682223654
456,gisborne,-38.6533,178.0042,17.84,83,91,1.48,NZ,1682223432
457,xiaoweizhai,26.1903,107.5125,15.29,97,100,1.6,CN,1682223654
458,port saint john's,-31.6229,29.5448,17.85,57,57,2.04,ZA,1682223416
459,banda aceh,5.5577,95.3222,30.24,67,35,1.12,ID,1682223654
460,naze,28.3667,129.4833,23.51,73,62,7.47,JP,1682223454
461,acaponeta,22.4964,-105.3594,20.42,74,41,1.11,MX,1682223654
462,sol'-iletsk,51.1631,54.9918,11.27,75,60,4.86,RU,1682223654
463,ankang,32.68,109.0172,5.34,90,100,1.27,CN,1682223655
464,aitape,-3.1374,142.3475,29.07,71,75,1.64,PG,1682223655
465,manokwari,-0.8667,134.0833,28.14,75,93,2.17,ID,1682223655
466,carutapera,-1.195,-46.02,24.62,93,99,2.2,BR,1682223655
467,torbat-e jam,35.244,60.6225,24.95,16,100,3.51,IR,1682223655
468,bel ombre,-4.6167,55.4167,29.91,79,20,2.57,SC,1682223655
469,gumdag,39.2061,54.5906,21.17,47,85,4.17,TM,1682223655
470,gold camp,33.2937,-111.3043,27.41,20,91,1.91,US,1682223655
471,chernyshevskiy,63.0128,112.4714,-2.38,82,21,1.81,RU,1682223655
472,luau,-10.7073,22.2247,17.99,97,100,1.33,AO,1682223656
473,port-vila,-17.7338,168.3219,28.78,70,40,4.63,VU,1682223656
474,neftegorsk,52.802,51.166,9.34,76,100,3.07,RU,1682223656
475,springfield,37.2153,-93.2982,6.59,60,0,2.06,US,1682223127
476,gamba,-2.65,10.0,23.33,91,100,1.33,GA,1682223656
477,hoi an,15.8794,108.335,30.98,71,46,5.54,VN,1682223656
478,andratx,39.5755,2.4202,15.34,87,5,1.12,ES,1682223656
479,bugana,7.9992,7.5836,25.79,83,73,2.03,NG,1682223656
480,jiwani,25.05,61.7417,27.81,61,3,2.99,PK,1682223656
481,fomboni,-12.28,43.7425,28.18,74,91,2.63,KM,1682223657
482,podporozh'ye,60.9112,34.1706,5.22,88,52,1.01,RU,1682223657
483,darwin,-12.4611,130.8418,32.25,42,0,7.72,AU,1682223303
484,zhangye,38.9342,100.4517,10.91,42,100,0.48,CN,1682223657
485,napier,-39.4833,176.9167,18.49,79,30,1.34,NZ,1682223657
486,yeniseysk,58.4497,92.1703,5.39,73,75,2.92,RU,1682223657
487,kosan,38.8558,127.4181,15.46,35,93,2.69,KP,1682223657
488,marshfield,44.6689,-90.1718,1.49,75,100,4.63,US,1682223404
489,victoria falls,-17.9235,25.843,21.24,56,72,1.23,ZW,1682223657
490,rosamond,34.8641,-118.1634,20.84,50,0,5.14,US,1682223658
491,fang,19.9169,99.2145,37.69,25,0,1.23,TH,1682223658
492,hailar,49.2,119.7,6.14,13,2,7.26,CN,1682223658
493,ust'-ordynskiy,52.805,104.7508,7.05,30,75,3.62,RU,1682223658
494,vila velha,-20.3297,-40.2925,22.75,87,75,1.34,BR,1682223658
495,freetown,8.484,-13.2299,26.09,81,68,1.48,SL,1682223658
496,usogorsk,63.4106,48.6872,-2.24,81,93,4.1,RU,1682223658
497,puerto escondido,15.85,-97.0667,27.46,74,20,0.0,MX,1682223658
498,hobyo,5.3505,48.5268,28.78,75,100,4.91,SO,1682223658
499,tocoa,15.6833,-86.0,22.17,95,2,0.69,HN,1682223659
500,beau vallon,-20.4189,57.6953,27.34,78,75,5.14,MU,1682223421
501,ishikawa,26.4233,127.8214,25.98,61,97,4.92,JP,1682223659
502,sambava,-14.2667,50.1667,25.29,84,75,2.37,MG,1682223659
503,selibaby,15.159,-12.1829,28.77,22,6,4.04,MR,1682223659
504,laboulaye,-34.1266,-63.3912,12.8,60,39,3.23,AR,1682223659
505,kailua-kona,19.6406,-155.9956,26.98,87,100,4.63,US,1682223371
506,tamanrasset,22.785,5.5228,17.95,16,0,1.54,DZ,1682223462
507,sotouboua,8.5667,0.9833,23.9,89,16,1.54,TG,1682223660
508,simplicio mendes,-7.8539,-41.9103,25.16,66,39,4.86,BR,1682223660
509,lazaro cardenas,17.9583,-102.2,24.95,80,100,1.54,MX,1682223601
510,horta,38.5333,-28.6333,17.23,96,100,8.05,PT,1682223228
511,kidal,18.4411,1.4078,27.46,7,98,3.21,ML,1682223660
512,vail,32.0479,-110.712,23.99,26,5,1.62,US,1682223660
513,septemvri,42.2167,24.1,8.68,94,31,0.31,BG,1682223660
514,mundri,-6.9558,111.71,30.27,66,30,4.11,ID,1682223660
515,dengzhou,37.8086,120.7508,12.17,60,100,4.17,CN,1682223660
516,palikir - national government center,6.9248,158.1611,30.41,70,100,2.57,FM,1682223440
517,pedra azul,-16.0053,-41.2972,17.88,97,68,1.71,BR,1682223661
518,nuriootpa,-34.4833,139.0,24.72,41,0,4.02,AU,1682223661
519,greater sudbury,46.49,-80.99,3.36,96,100,0.45,CA,1682223615
520,chanika,-5.4167,38.0167,19.56,98,100,1.13,TZ,1682223661
521,lata,40.1629,-8.3327,11.71,96,36,1.08,PT,1682223661
522,diawara,15.022,-12.5437,28.73,23,5,3.98,SN,1682223661
523,ewo,-0.8725,14.8206,22.43,92,98,1.14,CG,1682223662
524,kranj,46.2389,14.3556,7.84,91,0,1.03,SI,1682223662
525,caras,-9.0467,-77.8114,16.24,91,96,0.57,PE,1682223662
526,kirensk,57.7853,108.1119,1.98,52,72,2.4,RU,1682223662
527,burutu,5.3509,5.5076,25.41,89,100,2.33,NG,1682223662
528,arno,60.1167,18.6333,3.77,86,79,2.3,SE,1682223662
529,hoemul-li,41.4339,129.67,11.11,34,3,3.57,KP,1682223663
530,sanctuary point,-35.1114,150.629,21.53,82,100,4.43,AU,1682223663
531,chake chake,-5.2459,39.7666,24.73,94,100,3.95,TZ,1682223663
532,alice springs,-23.7,133.8833,25.75,25,34,6.17,AU,1682223430
533,piti village,13.4626,144.6933,28.27,92,75,4.63,GU,1682223583
534,woolgoolga,-30.1106,153.2007,20.02,62,83,8.47,AU,1682223663
535,bezlyudivka,49.8718,36.2952,8.16,81,58,1.69,UA,1682223663
536,tokar,18.4254,37.729,26.32,78,0,2.89,SD,1682223664
537,soio,-6.1349,12.3689,25.01,90,100,3.7,AO,1682223664
538,lobujya,27.95,86.8167,-9.2,64,24,2.33,NP,1682223664
539,khedbrahma,24.0333,73.05,31.88,23,0,3.92,IN,1682223664
540,daura,11.5538,11.4085,27.4,48,58,4.06,NG,1682223664
541,stratford,41.1845,-73.1332,15.08,92,100,4.63,US,1682223431
542,birigui,-21.2886,-50.34,21.15,81,100,3.59,BR,1682223665
543,siniscola,40.5719,9.6922,8.75,69,100,1.61,IT,1682223665
544,siracusa,37.0881,15.2792,12.4,61,5,1.79,IT,1682223467
545,alofi,-19.0595,-169.9187,26.94,69,41,4.63,NU,1682223665
546,wamba,8.9333,8.6,24.02,76,97,0.99,NG,1682223666
547,high rock,26.6208,-78.2833,23.01,72,0,4.88,BS,1682223666
548,cheremukhovo,60.3484,59.9851,7.2,60,49,1.62,RU,1682223666
549,grojec,51.8625,20.8676,10.75,75,1,3.37,PL,1682223666
550,newman,37.3138,-121.0208,21.13,69,94,1.79,US,1682223666
551,kijang,35.2442,129.2139,17.85,48,76,7.13,KR,1682223667
552,kokstad,-30.5472,29.4241,8.78,34,21,2.17,ZA,1682223667
553,aswan,24.0934,32.907,26.2,25,12,3.66,EG,1682223415
554,santo antonio,-6.3106,-35.4789,22.05,92,87,3.11,BR,1682223667
555,itaporanga,-7.3044,-38.1503,19.38,70,30,1.7,BR,1682223667
556,bacsalmas,46.1265,19.3326,10.38,64,54,2.14,HU,1682223667
557,batesville,35.7698,-91.641,11.23,48,100,0.0,US,1682223668
558,poronaysk,49.2167,143.1167,4.88,54,100,5.28,RU,1682223668
559,alausi,-2.2,-78.8333,8.83,89,96,1.37,EC,1682223668
560,huarmey,-10.0681,-78.1522,24.62,83,51,3.73,PE,1682223668
561,monrovia,6.3005,-10.7969,24.87,81,47,3.65,LR,1682223578
562,chui,-33.6971,-53.4616,16.57,93,100,2.62,UY,1682223668
563,kampene,-3.6,26.6667,19.84,100,100,0.29,CD,1682223669
564,harper,4.375,-7.7169,26.64,85,100,3.24,LR,1682223669
565,palmer,42.1584,-72.3287,11.65,84,100,2.57,US,1682223669
566,bonanza,14.0289,-84.591,21.3,93,6,0.18,NI,1682223669
567,lexington,37.9887,-84.4777,7.0,56,40,3.6,US,1682223495
568,mil'kovo,55.6078,37.7956,9.08,61,13,1.72,RU,1682223442
569,zaozersk,69.4005,32.4476,-5.07,87,89,9.77,RU,1682223441
570,san mariano,7.5,126.0,29.4,70,26,1.66,PH,1682223669
571,guayaramerin,-10.8368,-65.3614,23.28,89,100,0.87,BO,1682223670
572,wellingborough,52.3027,-0.6945,9.9,96,100,4.38,GB,1682223670
573,parauna,-16.9478,-50.4486,19.02,93,77,1.36,BR,1682223670
574,mahalapye,-23.1041,26.8142,17.88,43,32,1.04,BW,1682223670
575,geraldton,-28.7667,114.6,28.23,28,0,8.23,AU,1682223670
576,aguas formosas,-17.0822,-40.9358,19.52,98,75,1.56,BR,1682223671
577,newcastle,-32.9272,151.7765,23.23,78,100,6.69,AU,1682223455
578,kelso,46.1468,-122.9084,15.03,84,100,1.54,US,1682223671
